time,open,high,low,close,OnBalanceVolume,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,%K,%D,Histogram,MACD,Signal
2023-10-12T17:00:00+03:00,26761.6,26778.89,26621.76,26675,1287761.213139007,35.85047331837262,35.72975994370314,NaN,NaN,NaN,NaN,NaN,NaN,18.8369554705094,28.216615933048388,8.29045841006186,-179.87537486160363,-188.1658332716655
2023-10-12T19:00:00+03:00,26674.99,26804.99,26555,26641.9,1284330.5309990072,34.90802421957362,35.48924352319394,NaN,NaN,34.90802421957362,NaN,NaN,NaN,16.45888467302265,21.132428223069383,5.271914186422038,-181.57594053863795,-186.84785472506
2023-10-12T21:00:00+03:00,26641.89,26739.95,26596.45,26712.9,1285851.8440490072,38.63453253655781,36.16505172967787,NaN,NaN,NaN,NaN,NaN,NaN,42.666144277388995,25.987328140307014,9.338097049354303,-175.1752334133671,-184.5133304627214
2023-10-12T23:00:00+03:00,26712.91,26764.94,26706.84,26759.28,1286971.532949007,41.01032091278181,37.20605137254562,NaN,NaN,NaN,NaN,NaN,NaN,52.106927864503206,37.07731893830495,16.039219276183445,-164.4643063674921,-180.50352564367554
2023-10-13T01:00:00+03:00,26759.28,26775,26706.44,26759.63,1287913.592969007,41.028875235279784,37.81508246506339,NaN,NaN,NaN,NaN,NaN,NaN,52.19620446893189,48.9897588702747,21.066502858180797,-154.17039707094955,-175.23689992913035
2023-10-13T03:00:00+03:00,26759.63,26876.06,26750,26793.56,1289318.306569007,42.903770429947905,38.61150435154932,NaN,NaN,NaN,NaN,NaN,NaN,60.8509335782065,55.051355303880534,26.876100622346087,-141.64177415119775,-168.51787477354384
2023-10-13T05:00:00+03:00,26793.57,26830.77,26768.7,26781.69,1288444.491589007,42.39594615241918,38.90864750883967,NaN,NaN,NaN,NaN,NaN,NaN,57.82318130802933,56.95677311838924,29.887383972605534,-131.1586448077869,-161.04602878039245
2023-10-13T07:00:00+03:00,26781.69,26828.22,26773.84,26821.92,1289502.775529007,44.78148618906213,39.546664014354974,NaN,NaN,NaN,NaN,NaN,NaN,68.08488929700991,62.25300139441524,34.24366250268491,-118.24145065203629,-152.4851131547212
2023-10-13T09:00:00+03:00,26821.92,26943,26802.44,26875,1291118.418329007,47.850169879212885,40.197157180812795,NaN,NaN,NaN,NaN,NaN,NaN,82.47422680412372,69.46076580305431,39.9566033820673,-102.53935892713707,-142.49596230920437
2023-10-13T11:00:00+03:00,26874.99,26903.94,26737.4,26738.05,1288523.369449007,41.4497925451287,40.298370393093364,NaN,NaN,NaN,NaN,NaN,NaN,47.177835051546204,65.91231705089326,34.00205230122435,-99.99339693267393,-133.99544923389828
2023-10-13T13:00:00+03:00,26738.05,26854.39,26738.05,26820.92,1289648.011999007,46.144138156114444,40.87206805577832,NaN,NaN,NaN,NaN,NaN,NaN,68.53608247422635,66.06271477663209,34.99759200897233,-90.24845922268287,-125.2460512316552
2023-10-13T15:00:00+03:00,26820.91,26966.85,26764.72,26855.63,1292658.818959007,48.02385588830477,41.71792398214239,NaN,NaN,NaN,NaN,NaN,NaN,72.99502245963387,62.90297999513547,37.14390085991582,-78.81617515676044,-115.96007601667625
2023-10-13T17:00:00+03:00,26855.64,26855.64,26685.96,26706.83,1290500.031109007,41.35937104210256,41.764837160204365,NaN,NaN,41.35937104210256,NaN,NaN,NaN,36.86536360325417,59.46548951237145,28.103138508458798,-80.83115288110275,-108.93429138956155
2023-10-13T19:00:00+03:00,26706.83,26807.1,26685,26768.26,1292463.8048490072,44.76713419507657,42.2219921928525,NaN,NaN,NaN,NaN,NaN,NaN,51.78098822386771,53.88045809558523,25.87680308558187,-76.58828753258422,-102.46509061816609
2023-10-13T21:00:00+03:00,26768.26,26786.53,26723,26778.57,1293564.395349007,45.34124190098628,42.89990423446776,NaN,NaN,NaN,NaN,NaN,NaN,54.28432681801639,47.64355954837941,24.716989182933418,-71.56885413949931,-96.28584332243273
2023-10-13T23:00:00+03:00,26778.57,27130,26747.24,27019.2,1298356.7116790072,56.663342296063306,44.4538555256456,NaN,NaN,NaN,NaN,56.663342296063306,NaN,79.23343641645592,61.76625048611333,38.92859898089148,-47.62509459631838,-86.55369357720986
2023-10-14T01:00:00+03:00,27019.2,27078.73,26755.01,26862,1295939.3688190072,49.45602121945425,45.22681900299534,NaN,NaN,NaN,NaN,NaN,NaN,39.7752808988764,57.764348044449555,36.552415943139295,-40.86317364828574,-77.41558959142503
2023-10-14T03:00:00+03:00,26862,26929.47,26845,26915.05,1297027.9987090072,51.68924889592487,45.98959957321985,NaN,NaN,NaN,NaN,NaN,NaN,51.696629213482986,56.90178217627175,37.23824262414891,-30.867786311238888,-68.1060289353878
2023-10-14T05:00:00+03:00,26915.05,26989.58,26887.41,26930.78,1298104.5483190073,52.36137507320525,46.79906384735738,NaN,NaN,NaN,NaN,NaN,NaN,55.23146067415704,48.901123595505474,37.34077680685702,-21.430057926816517,-58.77083473367354
2023-10-14T07:00:00+03:00,26930.77,26939.35,26882.2,26885.07,1297357.1542890072,50.17675088239004,47.31856245110324,NaN,NaN,NaN,NaN,NaN,NaN,44.959550561797684,50.6292134831459,33.06627509203658,-17.43799086862782,-50.5042659606644
2023-10-14T09:00:00+03:00,26885.06,26897.18,26841.76,26868.8,1295402.0740790071,49.386911869684184,47.8179171451936,NaN,NaN,49.386911869684184,NaN,NaN,NaN,41.30337078651669,47.16479400749048,28.075835810323873,-15.409471197759558,-43.48530700808343
2023-10-14T11:00:00+03:00,26868.8,26884.9,26847.87,26879.98,1295988.8559690071,49.96969653593711,48.18850359854181,NaN,NaN,NaN,NaN,NaN,NaN,43.815730337078556,43.35955056179764,24.586072167987666,-12.752716798098845,-37.33878896608651
2023-10-14T13:00:00+03:00,26879.98,26900,26849.82,26872.35,1295360.187639007,49.550363055468026,48.30994596827433,NaN,NaN,NaN,NaN,NaN,NaN,42.10112359550529,42.406741573033514,20.963395232051212,-11.1345449260225,-32.09794015807371
2023-10-14T15:00:00+03:00,26872.35,26913.87,26850.44,26907.61,1296086.0317690072,51.57284313510054,49.03302101041516,NaN,NaN,NaN,NaN,NaN,NaN,50.02471910112373,45.313857677902526,20.136677312763833,-6.927093517118919,-27.063770829882753
2023-10-14T17:00:00+03:00,26907.61,26943.39,26869.76,26942.56,1296883.3642190073,53.56015719018328,49.5627366557058,NaN,NaN,NaN,NaN,53.56015719018328,NaN,57.87865168539355,50.00149812734086,21.040071221188562,-0.7636818033970485,-21.80375302458561
2023-10-14T19:00:00+03:00,26942.56,26953.18,26884.57,26889.51,1296001.7052290074,50.19314396245408,49.71768580385932,NaN,NaN,NaN,NaN,NaN,NaN,45.95730337078616,51.28689138576781,17.316599309685994,-0.15800388747811667,-17.47460319716411
2023-10-14T21:00:00+03:00,26889.51,26890.33,26850,26864.29,1295243.1013790073,48.62807166222514,50.236878705296654,NaN,NaN,NaN,NaN,NaN,NaN,40.289887640449635,48.04194756554312,12.624865641315122,-1.693521145520208,-14.31838678683533
2023-10-14T23:00:00+03:00,26864.29,26883.57,26789,26820.01,1294422.8573190074,45.920712717810034,50.31927717120618,NaN,NaN,45.920712717810034,NaN,NaN,NaN,23.83538083538044,36.69419061553875,6.327053398798805,-6.409570038336824,-12.736623437135629
