time,open,high,low,close,Plot,Plot,Shapes,Shapes,Lower Level,Upper Level,RSI
2024-06-30T11:00:00+03:00,3394.03,3399.38,3386.02,3389.19,NaN,NaN,0,0,44.38284140618569,33.06666834570107,46.76518209550211
2024-06-30T15:00:00+03:00,3389.19,3404.88,3379.81,3399.8,NaN,NaN,0,0,44.72268543959366,33.06666834570107,49.445370879187315
2024-06-30T19:00:00+03:00,3399.81,3434,3391.99,3428.41,NaN,NaN,0,0,50.60419329185123,72.94691607409143,55.89383214818286
2024-06-30T23:00:00+03:00,3428.4,3460,3408.96,3438.16,NaN,NaN,0,0,50.60419329185123,72.94691607409143,57.86624044563203
2024-07-01T03:00:00+03:00,3438.16,3524.94,3432.55,3498.23,NaN,NaN,0,0,50.60419329185123,42.94691607409143,67.50723545510849
2024-07-01T07:00:00+03:00,3498.23,3499.73,3484.44,3490.58,NaN,NaN,0,0,50.60419329185123,42.94691607409143,65.45318587443265
2024-07-01T11:00:00+03:00,3490.59,3495,3457.59,3459.6,NaN,NaN,0,0,50.60419329185123,72.94691607409143,57.785190999429155
2024-07-01T15:00:00+03:00,3459.61,3481.27,3453,3474.35,NaN,NaN,0,0,50.60419329185123,42.94691607409143,60.17727948061852
2024-07-01T19:00:00+03:00,3474.35,3499,3462.09,3471.47,NaN,NaN,0,0,50.60419329185123,72.94691607409143,59.468704135552464
2024-07-01T23:00:00+03:00,3471.47,3475.91,3423.78,3442.2,NaN,NaN,0,0,50.60419329185123,71.33981105486836,52.679622109736734
2024-07-02T03:00:00+03:00,3442.2,3464.12,3434.02,3457.03,NaN,NaN,0,0,50.60419329185123,71.33981105486836,55.454413715771096
2024-07-02T07:00:00+03:00,3457.03,3463.95,3434.17,3439,NaN,NaN,0,0,50.60419329185123,70.7502259673526,51.50045193470522
2024-07-02T11:00:00+03:00,3439.01,3454.73,3431.6,3453.26,NaN,NaN,0,0,50.60419329185123,70.7502259673526,54.27720706031683
2024-07-02T15:00:00+03:00,3453.26,3462.5,3402,3415.65,NaN,NaN,0,0,43.342667645741756,33.06666834570107,46.68533529148352
2024-07-02T19:00:00+03:00,3415.66,3433.65,3408.89,3415.37,NaN,NaN,0,0,43.342667645741756,33.06666834570107,46.63303977229333
2024-07-02T23:00:00+03:00,3415.38,3428.58,3413.39,3421.35,NaN,NaN,0,0,43.986723687582966,33.06666834570107,47.97344737516593
2024-07-03T03:00:00+03:00,3421.35,3432.1,3331.23,3360.33,NaN,NaN,0,0,33.986723687582966,33.06666834570107,37.596538921962306
2024-07-03T07:00:00+03:00,3360.34,3373.2,3352.2,3352.2,NaN,NaN,0,0,33.986723687582966,33.06666834570107,36.46480589711699
2024-07-03T11:00:00+03:00,3352.21,3356.98,3281.63,3307.5,NaN,NaN,0,0,33.986723687582966,33.06666834570107,30.94861807354107
2024-07-03T15:00:00+03:00,3307.51,3326.36,3275.48,3304.26,NaN,NaN,0,0,33.986723687582966,33.06666834570107,30.587432550859134
2024-07-03T19:00:00+03:00,3304.16,3322.09,3254.49,3266.29,NaN,NaN,0,0,28.986723687582966,33.06666834570107,26.660624591207366
2024-07-03T23:00:00+03:00,3266.2,3306.17,3251,3295.48,NaN,NaN,0,0,33.986723687582966,33.06666834570107,33.70665850548038
2024-07-04T03:00:00+03:00,3295.49,3313.45,3155,3243.2,NaN,NaN,0,0,28.986723687582966,33.06666834570107,28.43705123152128
2024-07-04T07:00:00+03:00,3243.2,3246.28,3170.22,3182.21,NaN,NaN,0,0,28.986723687582966,33.06666834570107,23.76859045532629
2024-07-04T11:00:00+03:00,3182.21,3195.99,3126.6,3159.45,NaN,NaN,0,0,28.986723687582966,33.06666834570107,22.297486474268908
2024-07-04T15:00:00+03:00,3159.45,3160.8,3088.25,3138.79,NaN,NaN,0,0,28.986723687582966,33.06666834570107,21.0253715018368
2024-07-04T19:00:00+03:00,3138.79,3152.64,3113.18,3133.82,NaN,NaN,0,0,28.986723687582966,33.06666834570107,20.719137866339153
2024-07-04T23:00:00+03:00,3133.83,3169.79,3050.34,3059.7,NaN,NaN,0,0,28.986723687582966,33.06666834570107,16.791272985712922
2024-07-05T03:00:00+03:00,3059.7,3110,2890,2920.99,NaN,NaN,0,0,28.986723687582966,33.06666834570107,12.149373073752258
2024-07-05T07:00:00+03:00,2920.99,2928.47,2810,2882.21,NaN,NaN,0,0,28.986723687582966,33.06666834570107,11.215842059058232
2024-07-05T11:00:00+03:00,2882.21,2956.93,2820,2947.42,NaN,NaN,0,0,28.986723687582966,33.06666834570107,22.060669203684043
2024-07-05T15:00:00+03:00,2947.42,3005.42,2922.7,2990.99,NaN,NaN,0,0,28.986723687582966,33.06666834570107,28.357418784533763
2024-07-05T19:00:00+03:00,2990.99,3001.63,2958.15,2987.99,NaN,NaN,0,0,28.986723687582966,33.06666834570107,28.18854942535353
2024-07-05T23:00:00+03:00,2987.98,2993.2,2963.86,2981.78,NaN,NaN,0,0,28.986723687582966,33.06666834570107,27.819244987659232
2024-07-06T03:00:00+03:00,2981.79,3026.45,2955.06,2980.01,NaN,NaN,0,0,28.986723687582966,33.06666834570107,27.707820533796593
2024-07-06T07:00:00+03:00,2980,3016.37,2961.65,3004.69,NaN,NaN,0,0,33.986723687582966,33.06666834570107,31.80908936531408
2024-07-06T11:00:00+03:00,3004.69,3016,2985.06,3005.65,NaN,NaN,0,0,33.986723687582966,33.06666834570107,31.970760800851863
2024-07-06T15:00:00+03:00,3005.66,3030,2989.49,3020,NaN,NaN,0,0,33.986723687582966,33.06666834570107,34.47168848140757
2024-07-06T19:00:00+03:00,3020,3065.94,3016.31,3058.21,NaN,NaN,0,0,43.986723687582966,33.06666834570107,40.72079216864683
2024-07-06T23:00:00+03:00,3058.2,3081.78,3056.47,3066.83,NaN,NaN,0,0,43.986723687582966,33.06666834570107,42.06312052519475
2024-07-07T03:00:00+03:00,3066.83,3073.08,3039.4,3050.76,NaN,NaN,0,0,43.986723687582966,33.06666834570107,40.233997759788764
2024-07-07T07:00:00+03:00,3050.76,3050.77,2993.51,3004.42,NaN,NaN,0,0,33.986723687582966,33.06666834570107,35.447170293026076
2024-07-07T11:00:00+03:00,3004.42,3032.18,3004.12,3015.51,NaN,NaN,0,0,33.986723687582966,33.06666834570107,37.367666181684605
2024-07-07T15:00:00+03:00,3015.52,3024.05,2955.12,2970.99,NaN,NaN,0,0,33.986723687582966,33.06666834570107,33.10918371256601
2024-07-07T19:00:00+03:00,2970.99,3009.58,2963.89,2985.19,NaN,NaN,0,0,33.986723687582966,33.06666834570107,35.62898960558985
2024-07-07T23:00:00+03:00,2985.2,3000.72,2922.24,2931,NaN,NaN,0,0,33.986723687582966,33.06666834570107,30.852522805027476
2024-07-08T03:00:00+03:00,2930.99,2951.89,2822.8,2879.71,NaN,NaN,0,0,28.986723687582966,33.06666834570107,27.143441156067254
2024-07-08T07:00:00+03:00,2879.71,2932.79,2875.22,2927,NaN,NaN,0,0,33.986723687582966,33.06666834570107,34.91291855798089
2024-07-08T11:00:00+03:00,2927.02,3097.06,2922.71,3053.97,NaN,NaN,0,0,50.60419329185123,70.12621481171497,50.252429623429954
2024-07-08T15:00:00+03:00,3053.98,3064.71,2890,2969.21,NaN,NaN,0,0,41.48585815197123,33.06666834570107,42.97171630394245
2024-07-08T19:00:00+03:00,2969.21,3009.88,2945.4,3004.59,NaN,NaN,0,0,43.229377988539,33.06666834570107,46.458755977078
2024-07-08T23:00:00+03:00,3004.6,3046,2981.82,3019.01,NaN,NaN,0,0,43.92908303897852,33.06666834570107,47.85816607795703
2024-07-09T03:00:00+03:00,3019.01,3076.74,3004,3064.45,NaN,NaN,0,0,50.60419329185123,71.05312521292701,52.10625042585402
2024-07-09T07:00:00+03:00,3064.45,3090.38,3054.14,3061.93,NaN,NaN,0,0,50.60419329185123,70.92696991473574,51.853939829471486
2024-07-09T11:00:00+03:00,3061.94,3115.2,3054.99,3083.47,NaN,NaN,0,0,50.60419329185123,70.92696991473574,53.90839804117289
2024-07-09T15:00:00+03:00,3083.45,3108.72,3031.06,3067.83,NaN,NaN,0,0,50.60419329185123,70.92696991473574,52.16773669200077
2024-07-09T19:00:00+03:00,3067.83,3089.34,3046.99,3068.99,NaN,NaN,0,0,50.60419329185123,70.92696991473574,52.29078228936108
2024-07-09T23:00:00+03:00,3069,3079.2,3046.32,3066.65,NaN,NaN,0,0,50.60419329185123,70.92696991473574,52.00018431516283
2024-07-10T03:00:00+03:00,3066.65,3082.46,3024,3080,NaN,NaN,0,0,50.60419329185123,70.92696991473574,53.584989869406215
2024-07-10T07:00:00+03:00,3080,3129.89,3080,3097.08,NaN,NaN,0,0,50.60419329185123,70.92696991473574,55.604591689890874
2024-07-10T11:00:00+03:00,3097.07,3109.1,3078.43,3102.22,NaN,NaN,0,0,50.60419329185123,70.92696991473574,56.221930872569715
2024-07-10T15:00:00+03:00,3102.22,3129.61,3077.76,3122.76,NaN,NaN,0,0,50.60419329185123,70.92696991473574,58.69378690599127
2024-07-10T19:00:00+03:00,3122.76,3151.51,3090.17,3107.03,NaN,NaN,0,0,50.60419329185123,70.92696991473574,56.082199446822834
2024-07-10T23:00:00+03:00,3107.03,3112.1,3080.21,3101.05,NaN,NaN,0,0,50.60419329185123,70.92696991473574,55.0788449251507
2024-07-11T03:00:00+03:00,3101.06,3130,3054.76,3077.2,NaN,NaN,0,0,50.60419329185123,70.57423531869144,51.14847063738288
2024-07-11T07:00:00+03:00,3077.2,3124.15,3073.99,3118.22,NaN,NaN,0,0,50.60419329185123,70.57423531869144,56.851513189164294
2024-07-11T11:00:00+03:00,3118.22,3156.93,3114.52,3147.04,NaN,NaN,0,0,50.60419329185123,40.574235318691436,60.35351332905462
2024-07-11T15:00:00+03:00,3147.04,3217.24,3104.52,3117.95,NaN,NaN,0,0,50.60419329185123,70.57423531869144,55.46057869254768
2024-07-11T19:00:00+03:00,3117.95,3148.58,3097.3,3107.11,NaN,NaN,0,0,50.60419329185123,70.57423531869144,53.71307883577859
2024-07-11T23:00:00+03:00,3107.11,3123.7,3086,3099.57,NaN,NaN,0,0,50.60419329185123,70.57423531869144,52.4745441504625
2024-07-12T03:00:00+03:00,3099.57,3117.92,3055.11,3085.74,NaN,NaN,0,0,50.60419329185123,70.09429217171359,50.18858434342719
2024-07-12T07:00:00+03:00,3085.62,3098.67,3057.87,3072.3,NaN,NaN,0,0,44.00009726385201,33.06666834570107,48.00019452770402
2024-07-12T11:00:00+03:00,3072.3,3086.24,3045.58,3070,NaN,NaN,0,0,44.00009726385201,33.06666834570107,47.61754604090483
2024-07-12T15:00:00+03:00,3070,3139.74,3057.58,3131.34,NaN,NaN,0,0,50.60419329185123,73.68828164469204,57.37656328938408
2024-07-12T19:00:00+03:00,3131.34,3157.89,3112.47,3116.1,NaN,NaN,0,0,50.60419329185123,72.32613359890944,54.652267197818865
2024-07-12T23:00:00+03:00,3116.1,3135.4,3090,3133.88,NaN,NaN,0,0,50.60419329185123,72.32613359890944,57.205215900616864
2024-07-13T03:00:00+03:00,3133.89,3140.4,3120.3,3120.94,NaN,NaN,0,0,50.60419329185123,72.32613359890944,54.78776694771726
2024-07-13T07:00:00+03:00,3120.95,3142.62,3113.37,3140.21,NaN,NaN,0,0,50.60419329185123,72.32613359890944,57.65743069914379
2024-07-13T11:00:00+03:00,3140.2,3171,3128.99,3156.84,NaN,NaN,0,0,50.60419329185123,42.326133598909436,60.01604035799042
2024-07-13T15:00:00+03:00,3156.84,3165.67,3140.94,3154.87,NaN,NaN,0,0,50.60419329185123,72.32613359890944,59.59256358540125
2024-07-13T19:00:00+03:00,3154.86,3165.32,3146.85,3163.75,NaN,NaN,0,0,50.60419329185123,42.326133598909436,60.93078615785952
2024-07-13T23:00:00+03:00,3163.75,3201.8,3144.26,3175.93,NaN,NaN,0,0,50.60419329185123,42.326133598909436,62.75291206500683
2024-07-14T03:00:00+03:00,3175.93,3193.61,3163.67,3172.75,NaN,NaN,0,0,50.60419329185123,42.326133598909436,61.94067249747875
2024-07-14T07:00:00+03:00,3172.74,3206.7,3171.22,3195.4,NaN,NaN,0,0,50.60419329185123,42.326133598909436,65.37805231946035
2024-07-14T11:00:00+03:00,3195.4,3225.13,3195.4,3202.84,NaN,NaN,0,0,50.60419329185123,42.326133598909436,66.44993963490934
2024-07-14T15:00:00+03:00,3202.85,3204.48,3173.68,3190.48,NaN,NaN,0,0,50.60419329185123,42.326133598909436,62.962476266500914
2024-07-14T19:00:00+03:00,3190.47,3197.9,3183.31,3190.9,NaN,NaN,0,0,50.60419329185123,42.326133598909436,63.03347313865007
2024-07-14T23:00:00+03:00,3190.9,3268.72,3190.24,3245.08,NaN,NaN,0,0,50.60419329185123,72.32613359890944,70.80745644237207
2024-07-15T03:00:00+03:00,3245.2,3342.19,3233.22,3329.37,NaN,NaN,0,0,50.60419329185123,72.32613359890944,78.41324248563939
2024-07-15T07:00:00+03:00,3329.37,3369.42,3320.78,3355.95,NaN,NaN,0,0,50.60419329185123,72.32613359890944,80.1679449749458
2024-07-15T11:00:00+03:00,3355.96,3373,3328,3339.68,NaN,NaN,0,0,50.60419329185123,72.32613359890944,76.09071682262021
2024-07-15T15:00:00+03:00,3339.68,3393.69,3333.33,3367.83,NaN,NaN,0,0,50.60419329185123,72.32613359890944,78.1603155646796
2024-07-15T19:00:00+03:00,3367.82,3431.92,3358.21,3406,NaN,NaN,0,0,50.60419329185123,72.32613359890944,80.6110804481884
2024-07-15T23:00:00+03:00,3406,3493.63,3403.21,3483.39,NaN,NaN,0,0,50.60419329185123,72.32613359890944,84.42682874787322
2024-07-16T03:00:00+03:00,3483.2,3498.59,3453.96,3469.51,NaN,NaN,0,0,50.60419329185123,72.32613359890944,81.33515463049247
2024-07-16T07:00:00+03:00,3469.51,3478.52,3372.2,3376.8,NaN,NaN,0,0,50.60419329185123,42.326133598909436,64.37739635567917
2024-07-16T11:00:00+03:00,3376.8,3425,3346.55,3419.79,NaN,NaN,0,0,50.60419329185123,42.326133598909436,67.73652637893377
2024-07-16T15:00:00+03:00,3419.78,3484.73,3375.6,3476.25,NaN,NaN,0,0,50.60419329185123,72.32613359890944,71.53315875807564
2024-07-16T19:00:00+03:00,3476.21,3494.38,3441.61,3474.4,NaN,NaN,0,0,50.60419329185123,72.32613359890944,71.23735021089595
2024-07-16T23:00:00+03:00,3474.4,3475,3414.31,3444.13,NaN,NaN,0,0,50.60419329185123,42.326133598909436,66.3990734176255
2024-07-17T03:00:00+03:00,3444.14,3517,3441.86,3480.25,NaN,NaN,0,0,50.60419329185123,42.326133598909436,69.09627718379392
2024-07-17T07:00:00+03:00,3480.25,3514.54,3471.99,3486.22,NaN,NaN,0,0,50.60419329185123,42.326133598909436,69.53161185424099
2024-07-17T11:00:00+03:00,3486.23,3500,3440.96,3449.03,NaN,NaN,0,0,50.60419329185123,42.326133598909436,63.52798025324509
2024-07-17T15:00:00+03:00,3449.03,3475.5,3432.49,3437.17,NaN,NaN,0,0,50.60419329185123,42.326133598909436,61.69841076315884
2024-07-17T19:00:00+03:00,3437.18,3438.92,3376,3416.79,NaN,NaN,0,0,50.60419329185123,72.32613359890944,58.576561633786184
2024-07-17T23:00:00+03:00,3416.79,3428.4,3385.5,3387.05,NaN,NaN,0,0,50.60419329185123,72.13091477500448,54.261829550008976
2024-07-18T03:00:00+03:00,3387.05,3441.49,3383.43,3431.4,NaN,NaN,0,0,50.60419329185123,72.13091477500448,59.10009409333692
2024-07-18T07:00:00+03:00,3431.4,3454.08,3408.95,3433,NaN,NaN,0,0,50.60419329185123,72.13091477500448,59.26749698757981
2024-07-18T11:00:00+03:00,3433,3461.01,3431.34,3458.83,NaN,NaN,0,0,50.60419329185123,42.130914775004484,61.97342926116526
2024-07-18T15:00:00+03:00,3458.83,3489.98,3385.01,3389.28,NaN,NaN,0,0,50.60419329185123,70.98174398373376,51.96348796746754
2024-07-18T19:00:00+03:00,3389.29,3424.24,3367.2,3405.6,NaN,NaN,0,0,50.60419329185123,70.98174398373376,53.84727187802375
2024-07-18T23:00:00+03:00,3405.59,3437.3,3397.44,3426.5,NaN,NaN,0,0,50.60419329185123,70.98174398373376,56.21533080777154
2024-07-19T03:00:00+03:00,3426.49,3432.92,3384.04,3429.59,NaN,NaN,0,0,50.60419329185123,70.98174398373376,56.57012830784884
2024-07-19T07:00:00+03:00,3429.59,3450.5,3386.69,3391.59,NaN,NaN,0,0,50.60419329185123,70.54378348668233,51.087566973364666
2024-07-19T11:00:00+03:00,3391.59,3412,3377,3404.54,NaN,NaN,0,0,50.60419329185123,70.54378348668233,52.76756034671809
2024-07-19T15:00:00+03:00,3404.55,3474.99,3395.99,3465,NaN,NaN,0,0,50.60419329185123,70.54378348668233,59.72305310269958
2024-07-19T19:00:00+03:00,3465,3540.27,3464.99,3522.97,NaN,NaN,0,0,50.60419329185123,40.54378348668233,65.03911238650099
2024-07-19T23:00:00+03:00,3522.98,3525.96,3492.54,3503.53,NaN,NaN,0,0,50.60419329185123,40.54378348668233,62.07999242325181
2024-07-20T03:00:00+03:00,3503.53,3508.49,3480,3495.01,NaN,NaN,0,0,50.60419329185123,40.54378348668233,60.774903035025446
2024-07-20T07:00:00+03:00,3495.01,3508.18,3487.39,3487.4,NaN,NaN,0,0,50.60419329185123,70.54378348668233,59.57028862827285
2024-07-20T11:00:00+03:00,3487.39,3494.59,3480.5,3484.81,NaN,NaN,0,0,50.60419329185123,70.54378348668233,59.140643772118246
2024-07-20T15:00:00+03:00,3484.81,3507.84,3481.2,3503.72,NaN,NaN,0,0,50.60419329185123,40.54378348668233,61.33340952267821
2024-07-20T19:00:00+03:00,3503.71,3539.65,3490.53,3514.45,NaN,NaN,0,0,50.60419329185123,40.54378348668233,62.56117606362971
2024-07-20T23:00:00+03:00,3514.44,3526.22,3500.2,3517.5,NaN,NaN,0,0,50.60419329185123,40.54378348668233,62.921577049172676
2024-07-21T03:00:00+03:00,3517.5,3528.8,3503.7,3510.47,NaN,NaN,0,0,50.60419329185123,40.54378348668233,61.45316415206774
2024-07-21T07:00:00+03:00,3510.47,3513.6,3476.6,3485.01,NaN,NaN,0,0,50.60419329185123,70.54378348668233,56.32634584727422
2024-07-21T11:00:00+03:00,3485,3507.21,3483.8,3498.79,NaN,NaN,0,0,50.60419329185123,70.54378348668233,58.35159096912141
2024-07-21T15:00:00+03:00,3498.79,3517.1,3482.47,3499.95,NaN,NaN,0,0,50.60419329185123,70.54378348668233,58.525943411332406
2024-07-21T19:00:00+03:00,3499.95,3526.12,3411.4,3490.72,NaN,NaN,0,0,50.60419329185123,70.54378348668233,56.49919304931853
2024-07-21T23:00:00+03:00,3490.72,3547,3482.6,3535.92,NaN,NaN,0,0,50.60419329185123,40.54378348668233,63.21690688890381
2024-07-22T03:00:00+03:00,3535.93,3562.82,3515.27,3517.33,NaN,NaN,0,0,50.60419329185123,70.54378348668233,59.16975419545093
2024-07-22T07:00:00+03:00,3517.34,3523.58,3459.6,3478.89,NaN,NaN,0,0,50.60419329185123,70.54378348668233,51.78689043265611
2024-07-22T11:00:00+03:00,3478.9,3503.85,3469,3500.31,NaN,NaN,0,0,50.60419329185123,70.54378348668233,55.14544502706271
2024-07-22T15:00:00+03:00,3500.3,3507.35,3435.6,3457.15,NaN,NaN,0,0,43.95214148967697,33.06666834570107,47.90428297935394
2024-07-22T19:00:00+03:00,3457.15,3498.63,3444.86,3498.14,NaN,NaN,0,0,50.60419329185123,72.03620584298456,54.07241168596912
2024-07-22T23:00:00+03:00,3498.18,3499.53,3422.34,3439.6,NaN,NaN,0,0,42.87132796051882,33.06666834570107,45.74265592103764
2024-07-23T03:00:00+03:00,3439.61,3490.14,3435.43,3474.99,NaN,NaN,0,0,50.60419329185123,70.3441301911204,50.68826038224081
2024-07-23T07:00:00+03:00,3474.99,3483.45,3425,3454.84,NaN,NaN,0,0,44.002606270834974,33.06666834570107,48.00521254166995
2024-07-23T11:00:00+03:00,3454.85,3541,3452.09,3516,NaN,NaN,0,0,50.60419329185123,72.8372256619487,55.674451323897394
2024-07-23T15:00:00+03:00,3516.01,3518.8,3429.59,3454.38,NaN,NaN,0,0,43.99675943032407,33.06666834570107,47.99351886064814
2024-07-23T19:00:00+03:00,3454.38,3496.49,3389,3457.03,NaN,NaN,0,0,44.16185227128449,33.06666834570107,48.32370454256897
2024-07-23T23:00:00+03:00,3457.03,3500,3454.94,3482.51,NaN,NaN,0,0,50.60419329185123,70.75570627325035,51.511412546500715
2024-07-24T03:00:00+03:00,3482.51,3487.82,3427.4,3448.36,NaN,NaN,0,0,43.6500156622419,33.06666834570107,47.300031324483804
2024-07-24T07:00:00+03:00,3448.36,3451.74,3429.61,3446.69,NaN,NaN,0,0,43.6500156622419,33.06666834570107,47.097250400899114
2024-07-24T11:00:00+03:00,3446.69,3472.33,3443.17,3459.63,NaN,NaN,0,0,44.46221528718521,33.06666834570107,48.92443057437042
2024-07-24T15:00:00+03:00,3459.63,3471.54,3409.01,3414.87,NaN,NaN,0,0,44.46221528718521,33.06666834570107,43.347358561023825
2024-07-24T19:00:00+03:00,3414.87,3432.4,3357.4,3363,NaN,NaN,0,0,34.46221528718521,33.06666834570107,37.94867423194998
2024-07-24T23:00:00+03:00,3362.99,3376.48,3300,3335.81,NaN,NaN,0,0,34.46221528718521,33.06666834570107,35.4558543830056
2024-07-25T03:00:00+03:00,3335.82,3342.5,3153.04,3168.3,NaN,NaN,0,0,29.46221528718521,33.06666834570107,24.693744003937923
2024-07-25T07:00:00+03:00,3168.31,3194.65,3130,3171.84,NaN,NaN,0,0,29.46221528718521,33.06666834570107,25.210395782336562
2024-07-25T11:00:00+03:00,3171.84,3187.8,3152.89,3172.5,NaN,NaN,0,0,29.46221528718521,33.06666834570107,25.313276890695562
2024-07-25T15:00:00+03:00,3172.49,3183.79,3105.35,3142.28,NaN,NaN,0,0,29.46221528718521,33.06666834570107,23.705316434450992
2024-07-25T19:00:00+03:00,3142.28,3172.75,3100.9,3123.88,NaN,NaN,0,0,29.46221528718521,33.06666834570107,22.7574259174516
2024-07-25T23:00:00+03:00,3123.88,3198.5,3087.53,3175.48,NaN,NaN,0,0,34.46221528718521,33.06666834570107,31.080283544558583
2024-07-26T03:00:00+03:00,3175.47,3259.89,3171,3236.21,NaN,NaN,0,0,34.46221528718521,33.06666834570107,39.36163931124148
2024-07-26T07:00:00+03:00,3236.21,3276,3233.01,3251,NaN,NaN,0,0,44.46221528718521,33.06666834570107,41.21423111959635
2024-07-26T11:00:00+03:00,3251,3263.76,3234.43,3246.86,NaN,NaN,0,0,44.46221528718521,33.06666834570107,40.83812111085333
2024-07-26T15:00:00+03:00,3246.87,3271.14,3221.43,3255.02,NaN,NaN,0,0,44.46221528718521,33.06666834570107,41.96234306103588
2024-07-26T19:00:00+03:00,3255.02,3285.61,3242.62,3274.19,NaN,NaN,0,0,44.46221528718521,33.06666834570107,44.62456285196612
2024-07-26T23:00:00+03:00,3274.2,3286.36,3251.24,3274.61,NaN,NaN,0,0,44.46221528718521,33.06666834570107,44.68443064992549
2024-07-27T03:00:00+03:00,3274.6,3275.06,3241.31,3245,NaN,NaN,0,0,44.46221528718521,33.06666834570107,41.29485116706523
2024-07-27T07:00:00+03:00,3245,3277.8,3243.96,3272.31,NaN,NaN,0,0,44.46221528718521,33.06666834570107,45.408107011616096
2024-07-27T11:00:00+03:00,3272.31,3282.98,3262.92,3278.41,NaN,NaN,0,0,44.46221528718521,33.06666834570107,46.31294726230021
2024-07-27T15:00:00+03:00,3278.41,3327.59,3269.68,3280.97,NaN,NaN,0,0,44.46221528718521,33.06666834570107,46.712125602679166
2024-07-27T19:00:00+03:00,3280.97,3291.81,3227.09,3261,NaN,NaN,0,0,44.46221528718521,33.06666834570107,43.965900332705885
2024-07-27T23:00:00+03:00,3261,3294.5,3191.01,3249.01,NaN,NaN,0,0,44.46221528718521,33.06666834570107,42.35582757316258
2024-07-28T03:00:00+03:00,3249,3256.36,3225.73,3237.7,NaN,NaN,0,0,44.46221528718521,33.06666834570107,40.83665268501974
2024-07-28T07:00:00+03:00,3237.71,3244.3,3198.11,3227.69,NaN,NaN,0,0,34.46221528718521,33.06666834570107,39.486750943295746
2024-07-28T11:00:00+03:00,3227.69,3265.72,3215.87,3256.46,NaN,NaN,0,0,44.46221528718521,33.06666834570107,45.103524923535616
2024-07-28T15:00:00+03:00,3256.46,3279.93,3254.31,3268.61,NaN,NaN,0,0,44.46221528718521,33.06666834570107,47.32706565343554
2024-07-28T19:00:00+03:00,3268.61,3284.3,3262.2,3271.85,NaN,NaN,0,0,44.46221528718521,33.06666834570107,47.93271186384502
2024-07-28T23:00:00+03:00,3271.85,3273.78,3251.08,3270.16,NaN,NaN,0,0,44.46221528718521,33.06666834570107,47.62510655309929
2024-07-29T03:00:00+03:00,3270.16,3356.7,3267.17,3348.98,NaN,NaN,0,0,50.60419329185123,45.195932390193036,60.39186478038608
2024-07-29T07:00:00+03:00,3348.98,3389,3339.86,3366.91,NaN,NaN,0,0,50.60419329185123,45.195932390193036,62.62379798045158
2024-07-29T11:00:00+03:00,3366.9,3396.77,3361.82,3375,NaN,NaN,0,0,50.60419329185123,45.195932390193036,63.61992183327666
