time,open,high,low,close,RSI Smoothed,Moving Average RSI,Plot,K,D,RSI,Regular Bullish,Regular Bullish Label,Hidden Bullish,Hidden Bullish Label,Regular Bearish,Regular Bearish Label,Hidden Bearish,Hidden Bearish Label
2024-04-22T03:00:00+03:00,3147.66,3149.33,3146.52,3148.14,NaN,NaN,NaN,NaN,NaN,51.080236186689085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T03:03:00+03:00,3148.15,3151.49,3148.14,3151.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T03:06:00+03:00,3151.26,3155.2,3151.25,3155.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T03:09:00+03:00,3155,3161.19,3155,3159.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T03:12:00+03:00,3159.36,3162.88,3154.8,3162.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T03:15:00+03:00,3162.23,3167.37,3162.22,3163.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T03:18:00+03:00,3163.49,3168.15,3162.59,3163.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T03:21:00+03:00,3163.14,3163.93,3158.6,3160.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T03:24:00+03:00,3160.86,3161.6,3156.54,3157.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T03:27:00+03:00,3157.7,3158.88,3155.1,3158.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T03:30:00+03:00,3158.53,3159,3151.8,3152.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T03:33:00+03:00,3152.12,3153.44,3145.07,3145.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T03:36:00+03:00,3145.2,3151.38,3145.15,3145.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T03:39:00+03:00,3145.16,3149.33,3144.55,3146.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T03:42:00+03:00,3146.4,3149.55,3146.4,3148.54,NaN,NaN,NaN,NaN,NaN,NaN,47.42898409263164,NaN,47.42898409263164,NaN,NaN,NaN,NaN,NaN
2024-04-22T03:45:00+03:00,3148.54,3151.58,3147.21,3149.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T03:48:00+03:00,3149.01,3152.93,3148.6,3150.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T03:51:00+03:00,3150.59,3152.6,3150.58,3151.59,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T03:54:00+03:00,3151.59,3153.59,3151.58,3152.75,38.616681579765014,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T03:57:00+03:00,3152.74,3154.2,3152.12,3152.13,39.910271480380885,NaN,NaN,93.51368787501781,97.83789595833927,52.76414302376126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:00:00+03:00,3152.12,3153.04,3147.81,3148.91,37.956376443750905,NaN,NaN,60.180354541684466,84.56468080556742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:03:00+03:00,3148.91,3149.63,3144.44,3144.45,33.60045232045613,NaN,NaN,26.847021208351133,60.180354541684466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:06:00+03:00,3144.44,3146.8,3142.9,3146.59,32.33392569369285,NaN,NaN,9.098797775278067,32.042057841771225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:09:00+03:00,3146.6,3155.01,3144.53,3152.64,38.46142587851563,NaN,NaN,39.95243349395406,25.299417492527756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:12:00+03:00,3152.65,3156.05,3151.69,3155.19,44.92152737704714,NaN,NaN,73.28576682728739,40.77899936550651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:15:00+03:00,3155.19,3161.99,3154.81,3161.44,54.057790462791985,NaN,NaN,97.52030238534265,70.25283423552803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:18:00+03:00,3161.45,3176,3161.04,3175.24,66.31892446288097,42.90859729992016,NaN,100,90.26868973754335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:21:00+03:00,3175.25,3188.25,3173.38,3185.9,74.88345920965968,49.30356968186806,NaN,100,99.17343412844754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:24:00+03:00,3185.91,3191.79,3175.51,3175.96,76.54189216095502,54.751234177685454,NaN,88.65417789924048,96.21805929974683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:27:00+03:00,3175.96,3178.2,3153.4,3153.79,63.59698226605175,56.52038379535871,NaN,60.48584677388386,83.04667489104145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:30:00+03:00,3153.8,3156.85,3140.01,3148.78,54.25600743025513,56.067508522337995,NaN,29.51411364762315,59.55137944024916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:33:00+03:00,3148.77,3159.5,3145.97,3154.73,51.66832724200855,55.18767226627211,NaN,13.598610426494398,34.5328569493338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:36:00+03:00,3154.72,3154.91,3138.29,3139.53,43.81264582697027,52.91266697841174,NaN,8.433608218517682,17.18211076421174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:39:00+03:00,3139.52,3151.84,3139.52,3151.12,43.45840098200808,51.02181377913101,NaN,12.376444767780342,11.469554470930802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:42:00+03:00,3151.11,3151.4,3145.9,3151.35,43.29976060234701,49.47740314377421,NaN,12.72700909706927,11.17902069445576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:45:00+03:00,3151.36,3156.45,3145.97,3156.16,45.76350535144464,48.7346235853083,NaN,21.65773649852423,15.587063454457947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:48:00+03:00,3156.16,3157.12,3146.38,3149.32,44.037821237840745,47.79526311581479,NaN,20.74585012857143,18.376865241388312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:51:00+03:00,3149.32,3149.75,3138.38,3141.49,39.65340380848601,46.16689125434903,NaN,16.04304485570184,19.482210494265832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:54:00+03:00,3141.48,3143.89,3140,3142.2,37.263423794408475,44.38619776236092,NaN,9.257870003984571,15.348921662752614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T04:57:00+03:00,3142.19,3145.61,3139.83,3140.8,35.22320277896195,42.55359876568113,NaN,5.326208193423557,10.209041017703322,48.222976226087866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T05:00:00+03:00,3140.79,3146.39,3139.94,3142.9,34.636528909308495,40.970184794406606,NaN,6.46962148464241,7.017899894016847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T05:03:00+03:00,3142.91,3147.99,3140.39,3141.37,33.65324640951944,39.50679711742917,NaN,7.31506952965447,6.370299735906813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T05:06:00+03:00,3141.36,3141.37,3129.15,3132.44,29.892990836384485,37.58403586122024,NaN,5.854180953833002,6.546290656043296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T05:09:00+03:00,3132.45,3140.54,3130.1,3140.31,30.493817736502848,36.16599223627676,NaN,18.969745506771122,10.712998663419532,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T05:12:00+03:00,3140.3,3141.8,3135.6,3141.4,31.809476253184755,35.29468903965836,NaN,34.06937964432538,19.631102034976504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T05:15:00+03:00,3141.41,3145.01,3138.79,3138.8,31.20020567287878,34.47579236630244,NaN,47.86635964008381,33.635161597060105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T05:18:00+03:00,3138.8,3143.1,3134.28,3134.29,29.038799639970946,33.388393821036146,NaN,38.45152321648546,40.12908750029822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T05:21:00+03:00,3134.28,3138.29,3131.3,3134.94,27.89589375902976,32.28989380863487,NaN,28.4218729332581,38.24658526327579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T05:24:00+03:00,3134.94,3137.79,3133.05,3133.56,26.630667780025533,31.158048602913006,NaN,20.326250823438624,29.066548991060728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T05:27:00+03:00,3133.56,3138.54,3133.55,3138.53,29.365868912149836,30.79961266476037,NaN,39.40224703073388,29.383456929143534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T05:30:00+03:00,3138.54,3138.54,3133.68,3137.21,29.866315080614413,30.61295314793118,NaN,59.27732519811448,39.66860768409566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T05:33:00+03:00,3137.21,3141.75,3135.22,3140.21,33.38305148831556,31.166972816008055,NaN,86.90930064550885,61.862957624785736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T05:36:00+03:00,3140.2,3146.8,3139.2,3142.84,38.24783877141673,32.58314600708979,NaN,94.6027292831239,80.26311837558241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T05:39:00+03:00,3142.85,3147.82,3142.84,3145.36,43.520134991240845,34.77054380392,NaN,100,93.83734330954424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T05:42:00+03:00,3145.37,3146.4,3139.77,3139.77,42.33030836915407,36.28249671696681,NaN,87.42266792482945,94.00846573598444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-04-22T05:45:00+03:00,3139.78,3144.81,3138.85,3142.51,43.806800927022564,37.78735755897796,NaN,81.31634524500838,89.57967105661261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
